"id","camping","plaats","provincie","officiele_organisatie","officiele_profiel_url","campingkiezer_profiel","claim_url"
"ck4165","Camping Black Angus Farm","Dussen","Noord-Brabant","SVR","https://svr.nl/object/cb71b1c1-67b2-413a-abb1-050b07dc530a","https://camping-kiezer.nl/camping/camping-black-angus-farm/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-black-angus-farm"
"ck4156","Camping BoerderHeij De Pelgrim","Bellingwolde","Groningen","SVR","https://svr.nl/object/8f0d323f-c518-4d03-a6a8-443c3e020fc3","https://camping-kiezer.nl/camping/camping-boerderheij-de-pelgrim/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-boerderheij-de-pelgrim"
"ck4157","Camping BuitenRijk","Valthermond","Drenthe","SVR","https://svr.nl/object/f0d240ac-c483-42f3-b4d0-740156671b9c","https://camping-kiezer.nl/camping/camping-buitenrijk/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-buitenrijk"
"ck1514","Camping De Boekel","Akersloot","Noord-Holland","SVR","https://svr.nl/object/c001abbd-7917-48b7-abf8-69096f8d5347","https://camping-kiezer.nl/camping/camping-de-boekel/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-boekel"
"ck3796","Camping De Goede Buur","Heusden","Noord-Brabant","SVR","https://svr.nl/object/8a7698e2-892a-4803-9c6a-7c0eb701af47","https://camping-kiezer.nl/camping/camping-de-goede-buur/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-goede-buur"
"ck4142","Camping de Houtwiel","Broeksterwâld","Friesland","SVR","https://svr.nl/object/e9f880ed-5f64-46d8-81bb-b92d78332a14","https://camping-kiezer.nl/camping/camping-de-houtwiel/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-houtwiel"
"ck4147","Camping de Rozenbottel","Hensbroek","Noord-Holland","SVR","https://svr.nl/object/37295a15-8f70-483b-9bba-6993e10eb1bb","https://camping-kiezer.nl/camping/camping-de-rozenbottel/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-rozenbottel"
"ck0099","Camping de Torenvalk","Grashoek","Limburg","SVR","https://svr.nl/object/4106cadd-14f4-43e5-9512-0852b789fe3f","https://camping-kiezer.nl/camping/camping-de-torenvalk/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-torenvalk"
"ck1644","Camping de Wateringe","Abbekerk","","SVR","https://svr.nl/object/df2200b0-5536-4eaf-b0ae-e71d47501a5e","https://camping-kiezer.nl/camping/camping-de-wateringe/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-wateringe"
"ck4155","Camping De Weidewei","","Drenthe","SVR","https://svr.nl/object/e6ee9031-7c2b-4d5d-9fbc-0b5b6ad0f5e9","https://camping-kiezer.nl/camping/camping-de-weidewei/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-weidewei"
"ck0149","Camping de Westhoek","Aagtekerke","Zeeland","SVR","https://svr.nl/object/896fc4e3-281d-4398-a0af-32d084461cfc","https://camping-kiezer.nl/camping/camping-de-westhoek/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-de-westhoek"
"ck0965","Camping Dennenburg","Lage Mierde","Noord-Brabant","SVR","https://svr.nl/object/2a38afe7-1de4-41e7-9b19-8087a6d8ac2b","https://camping-kiezer.nl/camping/camping-dennenburg/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-dennenburg"
"ck1680","Camping Erve de Weijenberg","","Gelderland","SVR","https://svr.nl/object/0f0735af-3b58-4751-a53d-a75486b311b5","https://camping-kiezer.nl/camping/camping-erve-de-weijenberg/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-erve-de-weijenberg"
"ck1684","Camping Exloo","Exloo","Drenthe","SVR","https://svr.nl/object/28a3d417-d2a9-4514-888f-084e165fd40b","https://camping-kiezer.nl/camping/camping-exloo/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-exloo"
"ck4158","Camping Het Zuiderscheveld","Hollandscheveld","Drenthe","SVR","https://svr.nl/object/19e191c5-3057-40e8-928c-0c72bd33733b","https://camping-kiezer.nl/camping/camping-het-zuiderscheveld/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-het-zuiderscheveld"
"ck1732","Camping Hunze Bulten","Annen","Drenthe","SVR","https://svr.nl/object/ca293bdf-902d-4243-b7ab-f934c58ca4a5","https://camping-kiezer.nl/camping/camping-hunze-bulten/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-hunze-bulten"
"ck4150","Camping In het Fruit","Zuidoostbeemster","Noord-Holland","SVR","https://svr.nl/object/19b2e24f-8187-41b1-8a37-fd31d68f01f5","https://camping-kiezer.nl/camping/camping-in-het-fruit/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-in-het-fruit"
"ck4146","Camping Polderhof","Rutten","Flevoland","SVR","https://svr.nl/object/aad73a95-f12e-467a-acbc-d409b73a7e7d","https://camping-kiezer.nl/camping/camping-polderhof/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-polderhof"
"ck1826","Camping Roderveld","Rossum","Overijssel","SVR","https://svr.nl/object/73f9554b-ab33-4305-bf04-7359d6b0ea96","https://camping-kiezer.nl/camping/camping-roderveld/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-roderveld"
"ck4167","Camping Simmerwille Kollumerzwaag","Kollumerzwaag","Friesland","SVR","https://svr.nl/object/2b15dded-628d-480d-a037-d49277621a3a","https://camping-kiezer.nl/camping/camping-simmerwille-kollumerzwaag/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-simmerwille-kollumerzwaag"
"ck3928","Camping tussen de Ackers","Ledeacker","Noord-Brabant","SVR","https://svr.nl/object/054c6469-64a2-40b8-b01c-aaeadcb2c7ee","https://camping-kiezer.nl/camping/camping-tussen-de-ackers/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-tussen-de-ackers"
"ck1899","Camping Vrijland","Lochem","Gelderland","SVR","https://svr.nl/object/b7982439-e48a-40b7-bb2e-23d0817f4444","https://camping-kiezer.nl/camping/camping-vrijland/","https://camping-kiezer.nl/claim-uw-camping/?profiel=camping-vrijland"
"ck1988","De Boerenzwaluw","Zijdewind","Noord-Holland","SVR","https://svr.nl/object/53c8b4e3-cb2f-4a1c-8659-3470d2e509a0","https://camping-kiezer.nl/camping/de-boerenzwaluw/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-boerenzwaluw"
"ck4164","De Bouckhorst","Sint Jacobiparochie","Friesland","SVR","https://svr.nl/object/ef24b4ad-f759-42be-87ad-c47e0430187a","https://camping-kiezer.nl/camping/de-bouckhorst/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-bouckhorst"
"ck0915","De Hartjens mini-camping","Azewijn","Gelderland","SVR","https://svr.nl/object/95175aec-6cac-4b16-b183-2781ec59a968","https://camping-kiezer.nl/camping/de-hartjens-mini-camping/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-hartjens-mini-camping"
"ck0133","De Heidebloem Recreatie","Haarle","Overijssel","SVR","https://svr.nl/object/6c43fe07-9c21-4335-a6d6-955481085fdd","https://camping-kiezer.nl/camping/de-heidebloem-recreatie/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-heidebloem-recreatie"
"ck4144","De Kwekerij","Westeremden","Groningen","SVR","https://svr.nl/object/8b30e8d0-82c7-4f88-ba84-5ea6539c3850","https://camping-kiezer.nl/camping/de-kwekerij/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-kwekerij"
"ck2217","De Meppelerweg","Steenwijk","Overijssel","SVR","https://svr.nl/object/06a973ac-937e-49ab-b24f-1bcdf03307fa","https://camping-kiezer.nl/camping/de-meppelerweg/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-meppelerweg"
"ck4143","De Ruige Venne","Rasquert","Groningen","SVR","https://svr.nl/object/ec4ad6de-eae4-44c3-aa50-dd1897cf0648","https://camping-kiezer.nl/camping/de-ruige-venne/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-ruige-venne"
"ck0136","De schaapskooi","Hellendoorn","Overijssel","SVR","https://svr.nl/object/63736de9-b393-44e1-858c-48f36adca4b2","https://camping-kiezer.nl/camping/de-schaapskooi/","https://camping-kiezer.nl/claim-uw-camping/?profiel=de-schaapskooi"
"ck4159","Dekema Equestrian Camping","Gorredijk","Friesland","SVR","https://svr.nl/object/ce3283c8-9416-42ec-9404-d2d6725a8c50","https://camping-kiezer.nl/camping/dekema-equestrian-camping/","https://camping-kiezer.nl/claim-uw-camping/?profiel=dekema-equestrian-camping"
